Genes	Categories
A0A026WQU7	ko00001
A0A026WQU7	ko04091
A0A3L8E3L2	ko00000
A0A3L8E3L2	ko00001
A0A3L8E3L2	ko03000
A0A3L8E3V3	ko00000
A0A3L8E3V3	ko04131
A0A026WMQ4	ko00000
A0A026WMQ4	ko00001
A0A026WMQ4	ko00002
A0A026WMQ4	ko01000
A0A026WMQ4	ko03019
A0A026WMQ4	ko03041
A0A026WMQ4	ko04030
A0A3L8DCP2	ko00000
A0A3L8DCP2	ko00001
A0A3L8DCP2	ko01000
A0A3L8DCP2	ko04121
A0A026WN43	ko00000
A0A026WN43	ko00199
A0A026WN43	ko01000
A0A026VXL7	ko00000
A0A026VXL7	ko00001
A0A026VXL7	ko00002
A0A026VXL7	ko01000
A0A026VXL7	ko01004
A0A026VXL7	ko04147
A0A3L8D953	ko00000
A0A3L8D953	ko00001
A0A3L8D953	ko04131
A0A3L8D781	ko00000
A0A3L8D781	ko00001
A0A3L8D781	ko00002
A0A3L8D781	ko03000
A0A026WK83	ko00000
A0A026WK83	ko00001
A0A026WK83	ko01000
A0A026WK83	ko01009
A0A026WK83	ko04516
A0A026X4S0	ko00000
A0A026X4S0	ko01000
A0A026X4S0	ko03036
A0A3L8DIF1	ko00000
A0A3L8DIF1	ko04147
A0A3L8D9I2	ko00000
A0A3L8D9I2	ko00001
A0A3L8D9I2	ko01000
A0A026WTD1	ko00000
A0A026WTD1	ko00001
A0A026WTD1	ko01000
A0A3L8DFR3	ko00000
A0A3L8DFR3	ko04131
A0A026WE10	ko00000
A0A026WE10	ko00001
A0A026WE10	ko00002
A0A026WE10	ko01000
A0A026WE10	ko04147
A0A026WMR4	ko00000
A0A026WMR4	ko00001
A0A026WMR4	ko03000
A0A3L8DJF9	ko00000
A0A3L8DJF9	ko00001
A0A3L8DJF9	ko04131
A0A3L8E0R0	ko00000
A0A3L8E0R0	ko04030
A0A026VT32	ko00000
A0A026VT32	ko03000
A0A026VT32	ko03310
A0A026WFK6	ko00000
A0A026WFK6	ko00001
A0A026WFK6	ko03036
A0A026WA10	ko00000
A0A026WA10	ko04030
A0A3L8DIA9	ko00000
A0A3L8DIA9	ko03029
A0A3L8DIA9	ko03110
A0A3L8DJG4	ko00000
A0A3L8DJG4	ko03000
A0A026WXG0	ko00000
A0A026WXG0	ko04030
A0A3L8DP75	ko00000
A0A3L8DP75	ko00001
A0A3L8DP75	ko04131
A0A026W317	ko00000
A0A026W317	ko00001
A0A026W317	ko01000
A0A026W317	ko01001
A0A3L8DZE0	ko00000
A0A3L8DZE0	ko00001
A0A3L8DZE0	ko03036
A0A026WFD5	ko00000
A0A026WFD5	ko04131
A0A026W169	ko00000
A0A026W169	ko03041
A0A3L8DNR9	ko00000
A0A3L8DNR9	ko00001
A0A3L8DNR9	ko01000
A0A3L8DNR9	ko01001
A0A3L8DNR9	ko04131
A0A3L8DNR9	ko04147
A0A3L8DNR9	ko04812
A0A026W4N6	ko00000
A0A026W4N6	ko00199
A0A026W4N6	ko01000
A0A3L8DR81	ko00000
A0A3L8DR81	ko03036
A0A3L8DR81	ko04812
A0A3L8DWI8	ko00000
A0A3L8DWI8	ko00001
A0A3L8DWI8	ko01000
A0A026WNJ9	ko00000
A0A026WNJ9	ko03000
A0A3L8DIR6	ko00000
A0A3L8DIR6	ko01000
A0A3L8DIR6	ko03016
A0A3L8DTX7	ko00000
A0A3L8DTX7	ko00001
A0A3L8DTX7	ko01000
A0A3L8DTX7	ko01002
A0A3L8DTX7	ko04090
A0A3L8DTX7	ko04131
A0A3L8DTX7	ko04147
A0A3L8D6Q1	ko00000
A0A3L8D6Q1	ko00001
A0A3L8D6Q1	ko00002
A0A3L8D6Q1	ko01009
A0A3L8D6Q1	ko03032
A0A3L8E0D4	ko00000
A0A3L8E0D4	ko00001
A0A3L8E0D4	ko04090
A0A3L8E0D4	ko04147
A0A3L8D4N7	ko00000
A0A3L8D4N7	ko04131
A0A3L8DWW0	ko00000
A0A3L8DWW0	ko00001
A0A3L8DWW0	ko04030
A0A3L8E1H4	ko00000
A0A3L8E1H4	ko00001
A0A3L8E1H4	ko00002
A0A3L8E1H4	ko01000
A0A3L8E1H4	ko01007
A0A3L8E1H4	ko03016
A0A3L8E1L9	ko00000
A0A3L8E1L9	ko00001
A0A3L8E1L9	ko03110
A0A026X1S2	ko00000
A0A026X1S2	ko01000
A0A026X1S2	ko01001
A0A026X1S2	ko01020
A0A026X1S2	ko04050
A0A026X1S2	ko04090
A0A3L8DBW2	ko00000
A0A3L8DBW2	ko00001
A0A3L8DBW2	ko01000
A0A3L8DBW2	ko01001
A0A026W141	ko00000
A0A026W141	ko00001
A0A026W141	ko00002
A0A026W141	ko04131
A0A3L8E295	ko00000
A0A3L8E295	ko00001
A0A3L8E295	ko00002
A0A3L8E295	ko01000
A0A3L8E295	ko03041
A0A026WGN1	ko00000
A0A026WGN1	ko00001
A0A026WGN1	ko00002
A0A026WGN1	ko01000
A0A026WGN1	ko03400
A0A026WZV3	ko00000
A0A026WZV3	ko00001
A0A026WZV3	ko00002
A0A026WZV3	ko01000
A0A3L8DGP8	ko00000
A0A3L8DGP8	ko00001
A0A3L8DGP8	ko00002
A0A3L8DGP8	ko01000
A0A026WQU4	ko00000
A0A026WQU4	ko00001
A0A026WD28	ko00000
A0A026WD28	ko03019
A0A3L8DCS6	ko00000
A0A3L8DCS6	ko00001
A0A3L8DCS6	ko01000
A0A3L8DCS6	ko03400
A0A3L8E1Z7	ko00000
A0A3L8E1Z7	ko00001
A0A3L8E1Z7	ko00002
A0A3L8E1Z7	ko01000
A0A3L8E1Z7	ko01001
A0A3L8E1Z7	ko03400
A0A3L8DRD4	ko00000
A0A3L8DRD4	ko00001
A0A3L8DRD4	ko00002
A0A3L8DRD4	ko01000
A0A3L8DRD4	ko04131
A0A3L8DXF2	ko00000
A0A3L8DXF2	ko00001
A0A3L8DXF2	ko01000
A0A3L8DXF2	ko03019
A0A3L8DQX4	ko00000
A0A3L8DQX4	ko04147
A0A3L8DCL1	ko00000
A0A3L8DCL1	ko03036
A0A026W722	ko00000
A0A026W722	ko00001
A0A026W722	ko03009
A0A026WNW0	ko00000
A0A026WNW0	ko00001
A0A026WNW0	ko02000
A0A026W9K0	ko00000
A0A026W9K0	ko00001
A0A026W9K0	ko01000
A0A026W9K0	ko01002
A0A026W9K0	ko04090
A0A026W9K0	ko04147
A0A3L8DGU3	ko00000
A0A3L8DGU3	ko00001
A0A026WFW6	br01611
A0A026WFW6	ko00000
A0A026WFW6	ko00001
A0A026WFW6	ko00002
A0A026WFW6	ko03021
A0A026WFW6	ko03400
A0A026WQC1	ko00000
A0A026WQC1	ko03036
A0A3L8DQ70	ko00000
A0A3L8DQ70	ko00001
A0A3L8DQ70	ko01000
A0A3L8DYW1	ko00000
A0A3L8DYW1	ko03041
A0A026W1P4	ko00000
A0A026W1P4	ko04040
A0A3L8DB32	ko00000
A0A3L8DB32	ko04131
A0A026WKS1	ko00000
A0A026WKS1	ko00001
A0A026WKS1	ko03036
A0A026WKS1	ko04131
A0A3L8DIC6	ko00000
A0A3L8DIC6	ko03019
A0A3L8DIC6	ko03036
A0A3L8DZL2	ko00000
A0A3L8DZL2	ko00001
A0A3L8DZL2	ko03019
A0A3L8D7Y9	ko00000
A0A3L8D7Y9	ko01000
A0A3L8D7Y9	ko01001
A0A3L8E157	ko00000
A0A3L8E157	ko03110
A0A026WFN6	ko00000
A0A026WFN6	ko03041
A0A3L8E1T8	ko00000
A0A3L8E1T8	ko00001
A0A3L8E1T8	ko04040
A0A026W3S9	ko00000
A0A026W3S9	ko03036
A0A3L8D6F6	ko00000
A0A3L8D6F6	ko04131
A0A026WFI1	ko00000
A0A026WFI1	ko03000
A0A026W7G4	ko00000
A0A026W7G4	ko03036
A0A3L8D924	ko00000
A0A3L8D924	ko02000
A0A026VZJ4	ko00000
A0A026VZJ4	ko02000
A0A026VZJ4	ko03029
A0A3L8D9J5	ko00000
A0A3L8D9J5	ko00001
A0A3L8D9J5	ko04031
A0A3L8D9J5	ko04131
A0A3L8D9J5	ko04147
A0A3L8DZ85	ko00000
A0A3L8DZ85	ko00001
A0A3L8DZ85	ko01000
A0A3L8DX54	ko00000
A0A3L8DX54	ko00001
A0A3L8DX54	ko02000
A0A026WRR2	br01610
A0A026WRR2	ko00000
A0A026WRR2	ko00001
A0A026WRR2	ko00002
A0A026WRR2	ko03011
A0A3L8DAG8	ko00000
A0A3L8DAG8	ko00001
A0A3L8DD79	ko00000
A0A3L8DD79	ko00001
A0A3L8DD79	ko00002
A0A3L8DD79	ko01000
A0A026X1K3	ko00000
A0A026X1K3	ko00001
A0A026X1K3	ko04131
A0A026X2F2	ko00000
A0A026X2F2	ko00001
A0A026WN94	ko00000
A0A026WN94	ko02000
A0A3L8DMQ4	ko00000
A0A3L8DMQ4	ko00001
A0A3L8DMQ4	ko01000
A0A3L8DMQ4	ko03032
A0A026W4S5	ko00000
A0A026W4S5	ko00001
A0A026W4S5	ko04131
A0A026W4S5	ko04812
A0A3L8D4R4	ko00000
A0A3L8D4R4	ko04030
A0A026WSX3	ko00000
A0A026WSX3	ko00001
A0A026WSX3	ko03400
A0A026WNU0	ko00000
A0A026WNU0	ko01000
A0A3L8DIJ0	ko00000
A0A3L8DIJ0	ko01000
A0A3L8DIJ0	ko03036
A0A026WNB6	ko00000
A0A026WNB6	ko00001
A0A026WNB6	ko04030
A0A3L8D421	ko00000
A0A3L8D421	ko04121
A0A3L8DY43	ko00000
A0A3L8DY43	ko01000
A0A3L8DY43	ko04121
A0A026VZL0	ko00000
A0A026VZL0	ko00001
A0A3L8DKA8	ko00000
A0A3L8DKA8	ko00001
A0A026WV40	ko00000
A0A026WV40	ko00001
A0A3L8E4D5	ko00000
A0A3L8E4D5	ko00001
A0A3L8E4D5	ko04812
A0A3L8D693	ko00000
A0A3L8D693	ko04030
A0A3L8DRX1	ko00000
A0A3L8DRX1	ko00001
A0A3L8DRX1	ko00002
A0A3L8DRX1	ko03032
A0A026WKS9	ko00000
A0A026WKS9	ko00001
A0A026WKS9	ko01000
A0A026WKS9	ko04147
A0A3L8E4C8	ko00000
A0A3L8E4C8	ko00001
A0A3L8E4C8	ko01000
A0A3L8E4C8	ko01002
A0A3L8E4C8	ko04131
A0A3L8D599	ko00000
A0A3L8D599	ko00001
A0A3L8D599	ko03036
A0A026W1D4	ko00000
A0A026W1D4	ko00001
A0A026W1D4	ko01000
A0A026W1D4	ko01002
A0A3L8DUG0	ko00000
A0A3L8DUG0	ko00001
A0A3L8DUG0	ko00002
A0A3L8DUG0	ko01000
A0A3L8DUG0	ko01001
A0A3L8DSD2	ko00000
A0A3L8DSD2	ko04131
A0A026WIE8	ko00000
A0A026WIE8	ko00001
A0A026WJY5	ko00000
A0A026WJY5	ko00001
A0A026WJY5	ko01000
A0A026WJY5	ko01002
A0A026WJY5	ko04090
A0A026WJY5	ko04147
A0A026WFN1	ko00000
A0A026WFN1	ko00001
A0A026WFN1	ko04040
A0A026WRN6	ko00000
A0A026WRN6	ko00001
A0A026WRN6	ko01000
A0A026WM77	ko00000
A0A026WM77	ko01000
A0A026WM77	ko04121
A0A026WTJ4	ko00000
A0A026WTJ4	ko01001
A0A026W8S6	ko00000
A0A026W8S6	ko04030
A0A3L8E0J2	ko00000
A0A3L8E0J2	ko00001
A0A3L8DKX1	ko00000
A0A3L8DKX1	ko00001
A0A3L8DKX1	ko00002
A0A3L8DKX1	ko03051
A0A3L8D8D0	ko00000
A0A3L8D8D0	ko03036
A0A3L8DEB7	ko00000
A0A3L8DSB1	ko00000
A0A3L8DSB1	ko04131
A0A3L8DSB1	ko04147
A0A3L8DLX1	ko00000
A0A3L8DLX1	ko04030
A0A3L8DP77	ko00000
A0A3L8DP77	ko04812
A0A026WAY6	ko00000
A0A026WAY6	ko01000
A0A026WAY6	ko03036
A0A026WWM3	br01610
A0A026WWM3	ko00000
A0A026WWM3	ko00001
A0A026WWM3	ko00002
A0A026WWM3	ko03011
A0A026WWM6	ko00000
A0A026WWM6	ko00001
A0A026W1Q2	ko00000
A0A026W1Q2	ko00001
A0A026W1Q2	ko01000
A0A3L8DCK0	ko00000
A0A3L8DCK0	ko04131
A0A026VS00	ko00000
A0A026VS00	ko00001
A0A026VS00	ko00002
A0A026VS00	ko01000
A0A026WDN9	ko00000
A0A026WDN9	ko03000
A0A3L8DSW5	ko00000
A0A3L8DSW5	ko01009
A0A3L8DSW5	ko03110
A0A026WMN3	ko00000
A0A026WMN3	ko00001
A0A026WMN3	ko00002
A0A026WMN3	ko01000
A0A3L8DJ02	ko00000
A0A3L8DJ02	ko00001
A0A3L8DJ02	ko00002
A0A3L8DJ02	ko01000
A0A3L8DJ02	ko04121
A0A026WPB5	ko00000
A0A026WPB5	ko00001
A0A026WPB5	ko01009
A0A026WPB5	ko04131
A0A026WPB5	ko04147
B2X3T2	ko00000
B2X3T2	ko00001
B2X3T2	ko00002
B2X3T2	ko01000
B2X3T2	ko03029
A0A026W3E7	ko00000
A0A026W3E7	ko00001
A0A026W3E7	ko00002
A0A3L8DG37	ko00000
A0A3L8DG37	ko00001
A0A3L8DG37	ko02000
A0A3L8DG37	ko04147
A0A026VWE3	ko00000
A0A026VWE3	ko01000
A0A026W6I5	ko00000
A0A026W6I5	ko00001
A0A026W6I5	ko03036
A0A3L8E046	ko00000
A0A3L8E046	ko00001
A0A3L8E046	ko04131
A0A3L8DR53	ko00000
A0A3L8DR53	ko00001
A0A3L8DR53	ko04147
A0A026W9P7	ko00000
A0A026W9P7	ko00001
A0A026W9P7	ko01000
A0A026W9P7	ko01003
A0A3L8E0G4	ko00000
A0A3L8E0G4	ko00001
A0A3L8E0G4	ko01000
A0A3L8D7W1	ko00000
A0A3L8D7W1	ko00001
A0A3L8DXS8	ko00000
A0A3L8DXS8	ko00001
A0A3L8DXS8	ko01000
A0A3L8DXS8	ko01001
A0A3L8DXS8	ko01020
A0A3L8DXS8	ko04050
A0A3L8DQ57	ko00000
A0A3L8DQ57	ko00001
A0A3L8DQ57	ko01000
A0A3L8DQ57	ko01006
A0A3L8DP41	ko00000
A0A3L8DP41	ko00001
A0A3L8DP41	ko01000
A0A3L8DKP3	ko00000
A0A3L8DKP3	ko00001
A0A3L8DKP3	ko04131
A0A026WBH7	ko00000
A0A026WBH7	ko01000
A0A3L8DC75	ko00000
A0A3L8DC75	ko01000
A0A3L8DC75	ko01002
A0A3L8DC75	ko04121
A0A3L8DKU4	ko00000
A0A3L8DKU4	ko00001
A0A3L8DKU4	ko01000
A0A3L8DKU4	ko03016
A0A026W7B3	ko00000
A0A026W7B3	ko03036
A0A3L8DPB8	ko00000
A0A3L8DPB8	ko00001
A0A026X1E5	ko00000
A0A026X1E5	ko00001
A0A026X1E5	ko00002
A0A026X1E5	ko03032
A0A026X1E5	ko03036
A0A026X142	ko00000
A0A026X142	ko00001
A0A026X142	ko03021
A0A026WAM6	ko00000
A0A026WAM6	ko02000
A0A026WAM6	ko03029
A0A3L8DLA0	ko00000
A0A3L8DLA0	ko00001
A0A3L8DLA0	ko04812
A0A026W2G5	ko00000
A0A026W2G5	ko00001
A0A026W2G5	ko04812
A0A026W7B6	ko00000
A0A026W7B6	ko00001
A0A026W7B6	ko04131
A0A3L8DBA3	ko00000
A0A3L8DBA3	ko03036
A0A3L8DBA3	ko03110
A0A3L8DBA3	ko04147
A0A026VU72	ko00000
A0A026VU72	ko01000
A0A026VU72	ko01002
A0A026VU72	ko04131
A0A3L8DLL1	ko00000
A0A3L8DLL1	ko03000
A0A3L8DLL1	ko03310
A0A026WRP2	ko00000
A0A026WRP2	ko01000
A0A026X1X6	ko00000
A0A026X1X6	ko00001
A0A026X1X6	ko00535
A0A026X1X6	ko04516
A0A026X1B7	ko00000
A0A026X1B7	ko03000
A0A3L8DVT7	ko00000
A0A3L8DVT7	ko00001
A0A3L8DVT7	ko03036
A0A3L8DST6	ko00000
A0A3L8DST6	ko03036
A0A3L8DST6	ko04131
A0A3L8DG07	ko00000
A0A3L8DG07	ko00001
A0A026X2G1	ko00000
A0A026X2G1	ko00001
A0A026X2G1	ko00002
A0A026X2G1	ko01000
A0A026X2G1	ko01002
A0A026X2G1	ko03051
A0A026X332	ko00000
A0A026X332	ko00001
A0A026X332	ko01000
A0A026W259	ko00000
A0A026W259	ko00001
A0A026W259	ko01000
A0A026W259	ko01002
A0A026W259	ko04121
A0A026W259	ko04131
A0A026WKF7	ko00000
A0A026WKF7	ko03019
A0A3L8DK54	ko00000
A0A3L8DK54	ko04131
A0A3L8D9Z8	ko00000
A0A3L8D9Z8	ko00001
A0A3L8D9Z8	ko00002
A0A3L8D9Z8	ko03019
A0A3L8D9Z8	ko04121
A0A026VUC9	ko00000
A0A026VUC9	ko00001
A0A026VUC9	ko00002
A0A026VUC9	ko01000
A0A3L8E1F9	ko00000
A0A3L8E1F9	ko00001
A0A3L8E1F9	ko00002
A0A3L8E1F9	ko01000
A0A3L8E1F9	ko04147
A0A3L8DAN4	ko00000
A0A3L8DAN4	ko03036
A0A3L8DYJ3	ko00000
A0A3L8DYJ3	ko03021
A0A3L8DKV9	ko00000
A0A3L8DKV9	ko04030
A0A3L8DZY4	ko00000
A0A3L8DZY4	ko00001
A0A3L8DZY4	ko04131
A0A026VXV2	ko00000
A0A026VXV2	ko00001
A0A026VXV2	ko04040
A0A026WE68	ko00000
A0A026WE68	ko01000
A0A026WE68	ko01002
A0A3L8DFA8	ko00000
A0A026W192	ko00000
A0A026W192	ko03036
A0A3L8DIR2	ko00000
A0A3L8DIR2	ko00001
A0A3L8DIR2	ko00002
A0A3L8DIR2	ko03021
A0A3L8DIR2	ko03400
A0A3L8E0A9	ko00000
A0A3L8E0A9	ko01000
A0A3L8E0A9	ko01001
A0A026WSF6	ko00000
A0A026WSF6	ko03000
A0A026X0E8	ko00000
A0A026X0E8	ko03110
A0A3L8DVV8	ko00000
A0A3L8DVV8	ko01000
A0A3L8D940	ko00000
A0A3L8D940	ko03036
A0A026WZL8	ko00000
A0A026WFY3	ko00000
A0A026WFY3	ko00001
A0A026WFY3	ko01000
A0A026WP53	ko00000
A0A026WP53	ko00001
A0A026WP53	ko00002
A0A026WP53	ko01000
A0A026WP53	ko01009
A0A026WCX4	ko00000
A0A026WCX4	ko00001
A0A026WCX4	ko00002
A0A026WCX4	ko01000
A0A026WCX4	ko04147
A0A026WB77	ko00000
A0A026WB77	ko00001
A0A026WB77	ko03400
A0A3L8DAK2	ko00000
A0A3L8DAK2	ko03000
A0A3L8DU86	ko00000
A0A026WVG9	ko00000
A0A026WVG9	ko03041
A0A026WN62	ko00000
A0A026WN62	ko01000
A0A026WN62	ko01001
A0A026W1L1	ko00000
A0A026W1L1	ko03036
A0A026WCD9	ko00000
A0A026WCD9	ko04812
A0A3L8DMA8	ko00000
A0A3L8DMA8	ko00001
A0A3L8DMA8	ko03019
A0A3L8DXX0	ko00000
A0A3L8DXX0	ko00535
A0A3L8DXX0	ko04516
A0A3L8DT31	ko00000
A0A3L8DT31	ko00001
A0A026WAA1	ko00000
A0A026WAA1	ko01000
A0A3L8D4J1	ko00000
A0A3L8D4J1	ko00001
A0A3L8D4J1	ko01000
A0A3L8D4J1	ko01001
A0A3L8D4J1	ko03029
A0A3L8D4J1	ko04131
A0A3L8DID0	ko00000
A0A3L8DID0	ko00001
A0A3L8DID0	ko00002
A0A3L8DID0	ko01000
A0A3L8DQE2	ko00000
A0A3L8DQE2	ko01000
A0A3L8DQE2	ko01009
A0A026X1B8	ko00000
A0A026X1B8	ko00001
A0A026X1B8	ko03000
A0A026X1B8	ko03400
A0A026WK71	br01610
A0A026WK71	ko00000
A0A026WK71	ko00001
A0A026WK71	ko00002
A0A026WK71	ko03011
A0A026X3E6	ko00000
A0A026X3E6	ko04812
A0A026W6C2	ko00000
A0A026W6C2	ko00001
A0A026W6C2	ko01009
A0A026W6C2	ko03036
A0A3L8DY64	ko00000
A0A3L8DY64	ko00001
A0A3L8DY64	ko01000
A0A3L8DY64	ko01002
A0A026W252	ko00000
A0A026W252	ko00001
A0A026W252	ko03019
A0A026WDR4	ko00000
A0A026WDR4	ko01000
A0A026WDR4	ko01009
A0A026WTJ0	ko00000
A0A026WTJ0	ko03000
A0A026WLG2	ko00000
A0A026WLG2	ko02000
A0A3L8DYS6	ko00000
A0A3L8DYS6	ko01000
A0A3L8DYS6	ko04121
A0A3L8DYS6	ko04131
A0A3L8DDW8	ko00000
A0A3L8DDW8	ko00001
A0A3L8DDW8	ko01000
A0A3L8DDW8	ko04147
A0A026WF13	ko00000
A0A026WF13	ko00001
A0A026WF13	ko00002
A0A026WF13	ko01000
A0A026WF13	ko03400
A0A026WF13	ko04121
A0A3L8DJU6	ko00000
A0A3L8DJU6	ko04030
A0A3L8E4A0	ko00000
A0A3L8E4A0	ko00001
A0A3L8E4A0	ko01000
A0A3L8E4A0	ko03029
A0A026VTA3	ko00000
A0A026VTA3	ko01001
A0A3L8DBF2	ko00000
A0A3L8DBF2	ko00001
A0A3L8DBF2	ko04131
A0A026WYS5	ko00000
A0A026WYS5	ko03009
A0A3L8D4W1	ko00000
A0A3L8D4W1	ko00001
A0A3L8D4W1	ko01000
A0A3L8D4W1	ko03036
A0A3L8DPJ4	ko00000
A0A3L8DPJ4	ko00001
A0A3L8DPJ4	ko03019
A0A026W9K4	ko00000
A0A026W9K4	ko00001
A0A026W9K4	ko04131
A0A3L8E2G5	ko00000
A0A3L8E2G5	ko00001
A0A3L8E2G5	ko03012
A0A026WFV9	ko00000
A0A026WFV9	ko00001
A0A026WFV9	ko00002
A0A026WV74	ko00000
A0A026WV74	ko00001
A0A026WV74	ko04131
A0A026WV74	ko04147
A0A3L8DG48	ko00000
A0A3L8DG48	ko04040
A0A026W3Y2	ko00000
A0A026W3Y2	ko00001
A0A026W3Y2	ko01000
A0A026W3Y2	ko03036
A0A026W1R6	ko00000
A0A026W1R6	ko00001
A0A026WJK5	ko00000
A0A026WJK5	ko01000
A0A026WJK5	ko01002
A0A3L8E342	ko00000
A0A3L8E342	ko00001
A0A3L8E342	ko03012
A0A3L8D4Z5	ko00000
A0A3L8D4Z5	ko00001
A0A3L8D4Z5	ko04131
A0A026W578	ko00000
A0A026W578	ko04131
A0A026VUZ7	ko00000
A0A026VUZ7	ko00001
A0A026VUZ7	ko03110
A0A026VUZ7	ko04131
A0A026WQB1	ko00000
A0A026WQB1	ko04030
A0A026VS18	ko00000
A0A026VS18	ko01000
A0A3L8DRT9	ko00000
A0A3L8DRT9	ko03029
A0A026WPX9	ko00000
A0A026WPX9	ko03000
A0A026WPX9	ko03310
A0A026WR71	ko00000
A0A026WR71	ko02000
A0A026WR71	ko04131
A0A026WFJ3	ko00000
A0A026WFJ3	ko04040
A0A026VT28	ko00000
A0A026VT28	ko00001
A0A026VT28	ko01000
A0A026VT28	ko01002
A0A026VT28	ko04090
A0A026VT28	ko04131
A0A026VT28	ko04147
A0A026W0L1	ko00000
A0A026W0L1	ko00001
A0A026W0L1	ko01000
A0A026W0L1	ko01001
A0A026W0L1	ko04131
A0A026W0L1	ko04147
A0A026W0L1	ko04812
A0A3L8DE29	ko00000
A0A3L8DE29	ko00001
A0A3L8DE29	ko03041
A0A3L8DD06	ko00000
A0A3L8DD06	ko00001
A0A3L8DD06	ko04090
A0A3L8DD06	ko04147
A0A3L8DUE2	ko00000
A0A3L8DUE2	ko03036
A0A3L8DUE2	ko04812
A0A3L8DUT7	ko00000
A0A3L8DUT7	ko00001
A0A3L8DUT7	ko01000
A0A3L8DUT7	ko03036
A0A3L8D6R1	ko00000
A0A3L8D6R1	ko04131
A0A3L8D6R1	ko04147
A0A026WMP8	ko00000
A0A026WMP8	ko00001
A0A026WMP8	ko00002
A0A3L8E0L0	ko00000
A0A3L8E0L0	ko00001
A0A3L8E0L0	ko00002
A0A3L8E0L0	ko03110
A0A3L8E0L0	ko04052
A0A3L8E072	ko00000
A0A3L8E072	ko00001
A0A3L8E072	ko03021
A0A3L8E072	ko03036
A0A026WQP9	ko00000
A0A026WQP9	ko00001
A0A026WLR9	ko00000
A0A026WLR9	ko04030
A0A026X1Y1	ko00000
A0A026X1Y1	ko00001
A0A026X1Y1	ko01000
A0A026X1Y1	ko01002
A0A026X1Y1	ko04090
A0A026X1Y1	ko04131
A0A026X1Y1	ko04147
A0A026WC65	ko00000
A0A026WC65	ko00001
A0A026WC65	ko01000
A0A026WC65	ko03019
A0A026WC65	ko03029
A0A026WC65	ko03041
A0A026WLD9	ko00000
A0A026WLD9	ko03019
A0A026WLD9	ko03021
A0A3L8DSG1	ko00000
A0A3L8DSG1	ko00001
A0A3L8DSG1	ko00535
A0A3L8DSG1	ko04516
A0A026WHN6	ko00000
A0A026WHN6	ko04131
A0A026WDC2	ko00000
A0A026WDC2	ko00001
A0A026WDC2	ko04131
A0A026VSA1	ko00000
A0A026VSA1	ko00001
A0A026VSA1	ko00002
A0A026VSA1	ko00536
A0A3L8DSF4	ko00000
A0A3L8DSF4	ko00001
A0A3L8DSF4	ko04131
A0A026W5Z8	ko00000
A0A026W5Z8	ko00001
A0A026W5Z8	ko00002
A0A026W5Z8	ko01000
A0A026W5Z8	ko01007
A0A026W5Z8	ko03016
A0A026WZP4	ko00000
A0A026WZP4	ko00001
A0A026WZP4	ko01000
A0A026WZP4	ko03009
A0A026WZP4	ko03016
A0A026WZP4	ko03029
A0A026WUC4	ko00000
A0A026WUC4	ko04090
A0A026WUC4	ko04147
A0A026VVB2	ko00000
A0A026VVB2	ko03000
A0A3L8D8C0	ko00000
A0A3L8D8C0	ko00001
A0A3L8D8C0	ko01000
A0A3L8D8C0	ko03036
A0A3L8E3C4	ko00000
A0A3L8E3C4	ko00001
A0A3L8E3C4	ko00002
A0A3L8E3C4	ko01000
A0A3L8E3C4	ko04147
A0A3L8DJT2	ko00000
A0A3L8DJT2	ko00001
A0A3L8DJT2	ko01000
A0A3L8DBM0	ko00000
A0A3L8DBM0	ko00001
A0A3L8DBM0	ko01000
A0A3L8DY95	ko00000
A0A3L8DY95	ko00001
A0A3L8DY95	ko04040
A0A3L8D5T8	ko00000
A0A3L8D5T8	ko00001
A0A3L8D5T8	ko01000
A0A3L8DG73	ko00000
A0A3L8DG73	ko00001
A0A3L8DG73	ko00002
A0A3L8DG73	ko03019
A0A3L8DG73	ko03041
A0A3L8DCV8	ko00000
A0A3L8DCV8	ko00001
A0A3L8DXG6	ko00000
A0A3L8DXG6	ko00001
A0A3L8DXG6	ko03000
A0A3L8DPK4	ko00000
A0A3L8DPK4	ko04147
A0A3L8DPK4	ko04516
A0A3L8DKB9	ko00000
A0A3L8DKB9	ko00001
A0A3L8DKB9	ko04516
A0A026WVW8	ko00000
A0A026WVW8	ko00001
A0A026WVW8	ko00002
A0A026WVW8	ko01000
A0A026WVW8	ko03032
A0A026WVW8	ko03036
A0A3L8DK25	ko00000
A0A3L8DK25	ko04040
A0A026WMW2	ko00000
A0A026WMW2	ko02000
A0A3L8DWF6	ko00000
A0A3L8DWF6	ko00001
A0A3L8DWF6	ko04147
A0A3L8DM98	ko00000
A0A3L8DM98	ko01000
A0A3L8DM64	ko00000
A0A3L8DM64	ko04131
A0A3L8DM64	ko04147
A0A026WVR6	ko00000
A0A026WVR6	ko00001
A0A026WVR6	ko01000
A0A026W6R0	ko00000
A0A026W6R0	ko00001
A0A026W6R0	ko00002
A0A3L8D946	ko00000
A0A3L8D946	ko03021
A0A026WMI8	ko00000
A0A026WMI8	ko00001
A0A026WMI8	ko01000
A0A026WMI8	ko03029
A0A3L8DVR3	ko00000
A0A3L8DVR3	ko01000
A0A3L8DVR3	ko03029
A0A026WA28	ko00000
A0A026WA28	ko00001
A0A026WA28	ko03029
A0A026W178	ko00000
A0A026W178	ko00001
A0A026W178	ko00002
